ID_no,gripForce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,ranking
6725,45.5,16.5,49,220,B
6726,32.9,6.3,31,185,C
6727,20.6,-9,37,128,D
6728,44.3,14.7,53,223,D
6729,26.1,-6.6,13,137,D
6730,45.8,18.7,41,226,B
6731,32.7,22.4,43,166,D
6732,41.6,22.8,31,179,A
6733,44,23.3,49,230,A
6734,42,20,52,202,A
6735,41.2,7.4,45,211,C
6736,44,11.8,34,204,B
6737,30.3,25.5,33,157,A
6738,43,18.1,47,233,C
6739,42.2,28.6,52,261,A
6740,38.9,15.9,54,206,B
6741,48.4,15.5,50,176,C
6742,42.1,6.5,32,207,C
6743,23.2,18.5,34,159,B
6744,26.3,14.8,23,148,B
6745,29.9,29.1,50,157,A
6746,42.9,17.8,52,201,A
6747,38.1,15.4,53,230,B
6748,41.6,8.6,29,185,B
6749,42.6,13,34,215,C
6750,31.4,15.1,52,211,B
6751,29.6,23.5,53,191,A
6752,27.2,19,42,170,A
6753,32.4,10,42,198,C
6754,31.4,11.8,25,144,C
6755,50,11,49,234,C
6756,31,16.9,36,141,B
6757,39.8,-5.7,34,165,D
6758,27.4,14.2,50,184,C
6759,46.7,18.2,52,243,A
6760,32.6,23.2,31,162,B
6761,33.7,14.2,49,185,B
6762,23.3,28,35,159,C
6763,37.5,22.3,37,213,C
6764,43.6,21,43,220,A
6765,43.5,16.9,42,192,B
6766,54.9,16.7,49,239,A
6767,49.4,9,37,230,C
6768,27.9,25.9,24,145,A
6769,29.2,18.1,38,200,B
6770,20.3,20.4,35,139,C
6771,23.2,12.7,27,156,C
6772,36.2,14.3,50,224,C
6773,42.3,14.2,34,178,A
6774,28.3,19.3,44,134,B
6775,55.1,13.9,57,243,B
6776,43,7.7,61,200,C
6777,53.4,20.4,60,267,A
6778,25.4,22.6,27,158,A
6779,44.4,16,51,228,B
6780,37.3,7.3,31,181,B
6781,33.6,13,22,194,D
6782,42.4,8.2,52,193,C
6783,25.4,11.6,4,130,D
6784,46.9,11,50,245,C
6785,23.5,30.8,40,155,A
6786,29.7,-4.6,31,159,D
6787,16.7,3.7,25,147,D
6788,51.3,19.2,45,210,A
6789,28.9,17,57,182,B
6790,31.4,25.5,41,160,A
6791,45.7,23.7,53,243,B
6792,49.1,9.8,50,224,C
6793,40.9,24.6,33,235,D
6794,53.3,11.3,52,178,C
6795,38.5,10.3,51,202,B
6796,38.1,18.7,46,219,B
6797,23.4,21.6,35,161,B
6798,55.9,22,52,249,A
6799,41.6,8.8,57,220,C
6800,25.4,28.1,31,145,A
6801,49,1.2,45,191,D
6802,35.7,2,23,175,D
6803,46.3,9.5,39,217,D
6804,23.8,21.1,40,171,A
6805,36.5,16.2,47,211,A
6806,28.4,28.5,38,157,A
6807,36,21.5,44,197,A
6808,43.9,15.1,56,222,B
6809,40.5,22.4,59,210,A
6810,38.7,-2.6,22,134,D
6811,28.5,25.5,35,162,A
6812,22.4,12.6,17,149,C
6813,48.7,11.3,41,183,B
6814,26.8,12.4,28,166,D
6815,19.6,18.5,28,160,D
6816,30,13.4,19,151,C
6817,31.1,22,18,178,D
6818,35.2,16.2,50,219,C
6819,22.9,11,48,185,C
6820,47.9,23.8,55,277,B
6821,20.4,7.9,22,126,D
6822,50.3,9.3,30,244,D
6823,41.5,8.9,31,224,D
6824,50.1,21.8,50,225,A
6825,33.4,14.4,40,205,C
6826,37,1.6,39,189,D
6827,34.4,25.9,40,173,A
6828,50.9,24,57,226,B
6829,47.7,3,51,241,D
6830,39.3,3.5,41,200,D
6831,31.3,26.3,29,157,B
6832,23,22.3,21,131,A
6833,42,12.8,60,242,B
6834,46.6,19.2,67,259,A
6835,39.6,19.6,61,226,B
6836,39.6,11.2,56,203,B
6837,47.1,7.6,61,201,C
6838,46.4,16,65,249,A
6839,38.9,18.5,51,242,B
6840,51.7,16.5,40,218,D
6841,47.7,13.9,42,222,C
6842,41.6,24.5,46,202,C
6843,34.8,23.2,50,266,B
6844,35,-4.3,37,221,D
6845,35.4,12.8,31,195,D
6846,53,12.5,47,236,B
6847,49.9,16.5,54,231,A
6848,39,9,29,161,B
6849,44,8.7,32,171,B
6850,24.2,12.5,18,130,C
6851,58.7,7.8,48,210,C
6852,25.2,26.3,41,190,A
6853,43.6,18.9,61,229,A
6854,31.3,22.5,38,163,A
6855,20.9,23.3,38,115,B
6856,42.4,13.3,38,208,A
6857,29.3,25.2,43,190,A
6858,49.1,22.2,58,270,B
6859,38.2,4.5,38,201,D
6860,37.3,2,33,214,D
6861,22.3,19.4,26,124,B
6862,45.5,28.5,65,267,A
6863,53.3,10.2,35,211,C
6864,51.2,22.3,62,241,A
6865,29.1,11.3,24,134,C
6866,29,19.3,48,172,B
6867,41.7,22.3,55,240,A
6868,47.2,11.4,48,191,D
6869,25.4,22.7,52,168,A
6870,42.4,9.9,2,239,D
6871,29,23.9,27,171,B
6872,38.1,5.8,44,184,D
6873,38.4,18.8,46,205,A
6874,30.3,1.4,27,151,D
6875,31.2,1.6,31,147,D
6876,43.7,5.1,29,170,D
6877,44.5,10.4,62,211,C
6878,39.6,15.4,44,201,C
6879,22.1,20.8,17,94,A
6880,32.9,5.8,20,167,C
6881,32.6,10.4,29,181,B
6882,20.8,21.1,5,100,D
6883,20.1,20.3,25,136,C
6884,29,21.5,19,155,B
6885,34.9,22.5,54,222,A
6886,40.8,2.7,21,180,D
6887,39.7,12.9,44,225,C
6888,43.7,25.2,32,218,D
6889,38.8,11.8,51,187,B
6890,27.9,28.5,45,182,A
6891,35.5,7.6,30,178,C
6892,43.6,23.2,32,183,B
6893,23.6,28.1,33,166,B
6894,27.9,19.2,46,161,A
6895,30.8,22.8,55,198,A
6896,45.7,7.1,29,158,B
6897,26.1,20.1,33,114,B
6898,49.7,18.5,55,246,A
6899,48.2,15.7,42,209,A
6900,50.5,13.9,37,219,C
6901,40.8,14.3,45,204,B
6902,26.7,12.3,10,140,C
6903,26.2,12.4,50,152,C
6904,28.7,23.9,19,133,A
6905,46.3,10.7,42,184,C
6906,34.9,7.4,49,190,C
6907,26.6,15.6,37,169,B
6908,41.2,7.9,41,195,C
6909,38,13.9,31,177,D
6910,51.3,13.7,48,216,D
6911,25.6,8.7,13,159,D
6912,43.4,6.5,35,202,D
6913,22.2,22.7,11,151,C
6914,43.4,24.4,47,211,B
6915,51.1,23,50,220,A
6916,50.9,11.5,54,224,B
6917,50.6,-5,24,225,D
6918,30.7,5.8,16,180,D
6919,45.6,15.6,42,212,A
6920,40.8,24.7,56,210,B
6921,27,25.9,42,186,A
6922,45.6,19.8,36,209,D
6923,42.2,-9.5,30,175,D
6924,39.3,13,29,146,C
6925,19.9,1.8,45,166,D
6926,38.7,3.1,39,165,D
6927,21.4,25,38,170,A
6928,26.8,22,27,143,B
6929,24,26.6,57,183,A
6930,41.3,9.7,28,141,B
6931,56.8,17.2,69,226,A
6932,24,22.4,19,143,C
6933,21.1,-1.1,30,136,D
6934,34,16.9,53,237,C
6935,59.4,16.6,48,285,A
6936,49.3,17.9,56,237,A
6937,46.3,18.7,59,242,A
6938,42,14.5,49,225,B
6939,28.3,15.4,57,220,B
6940,42.8,10.3,42,195,D
6941,25.4,15.4,31,166,B
6942,36.2,15.7,56,220,C
6943,51.6,16.1,37,201,D
6944,61.6,2.7,51,246,D
6945,35.8,2.2,34,125,D
6946,40.3,11.2,42,208,B
6947,37,-0.6,25,188,D
6948,28.8,16.4,19,110,D
6949,30.6,19.2,52,163,A
6950,48.7,21.7,46,212,A
6951,16.2,12,14,116,C
6952,39.1,20.9,51,246,B
6953,55.4,19.5,42,241,C
6954,62.4,22.1,48,219,D
6955,26.8,19.9,21,101,B
6956,61.8,24,54,234,C
6957,22.5,23.5,32,182,C
6958,49.9,10.1,51,234,C
6959,17.6,6.8,12,165,D
6960,33.8,8.3,39,178,C
6961,33.6,26.7,69,218,A
6962,28.7,23,26,121,C
6963,43.1,21.9,40,198,A
6964,20.4,16.2,25,158,B
6965,35.6,9.9,27,170,B
6966,32.3,18,27,151,C
6967,24.5,11,33,166,C
6968,35.6,27.9,52,236,C
6969,24.4,28.5,42,168,A
6970,25.4,22.8,37,181,A
6971,23.4,20.3,32,166,B
6972,23.3,0.6,33,143,D
6973,29,11.4,46,165,C
6974,46.3,14.8,43,272,C
6975,50.1,16.7,48,211,A
6976,39.3,8.2,51,223,C
6977,44.6,18.8,54,240,B
6978,57,16,58,230,A
6979,53.6,12.1,64,245,B
6980,36.7,12.1,60,230,C
6981,22.7,21,47,176,A
6982,22,13,23,124,D
6983,46.7,15.6,43,256,C
6984,36.1,0.7,53,168,D
6985,42,9.5,20,187,D
6986,33.3,12.4,33,170,C
6987,50.2,19.1,56,250,A
6988,43.9,10.8,64,233,C
6989,47.3,24.4,54,237,A
6990,31.8,19.5,33,179,B
6991,39,7.2,49,206,D
6992,40.2,8.4,42,229,C
6993,47.7,17.3,53,239,A
6994,28.9,18,24,45,D
6995,18.8,15.9,21,104,C
6996,20.3,25.5,21,137,C
6997,31.7,15.3,48,191,B
6998,43.2,19.2,39,208,A
6999,40.9,12.7,60,232,B
7000,53.3,11.9,57,221,B
7001,31.7,29.8,26,192,B
7002,51.8,13,54,212,B
7003,49.5,15.1,53,232,B
7004,35.8,22,47,165,A
7005,48.8,-2,45,222,D
7006,46.2,14.2,62,264,B
7007,23.9,13.9,30,162,C
7008,32.1,29.3,24,158,A
7009,43.9,19.2,40,181,A
7010,23,14,34,123,B
7011,34.3,19,40,165,C
7012,48.3,20.6,37,243,D
7013,29,21.8,35,156,A
7014,43.7,17.2,39,162,B
7015,37.3,13.7,27,165,C
7016,45.8,0.2,42,180,D
7017,38.2,10.8,23,160,D
7018,27.7,21.5,30,152,C
7019,37.1,4.9,34,221,D
7020,29.2,22.2,54,169,A
7021,39.2,6.3,49,207,C
7022,35.4,12.6,35,188,B
7023,40.6,22.3,44,228,A
7024,40.1,14.9,34,211,D
7025,37.9,14.3,36,183,A
7026,48.7,18.5,51,234,A
7027,41,26.4,60,271,A
7028,43.4,14.4,38,235,B
7029,19.4,12.9,30,158,C
7030,38.7,4.2,38,179,D
7031,49.4,15.2,43,220,D
7032,39.4,2.5,25,170,D
7033,44.5,18.6,59,239,B
7034,51.1,18.3,45,202,A
7035,46.5,15.4,57,237,B
7036,29.5,20.4,45,167,A
7037,37.1,-6,20,180,D
7038,37.5,23,48,253,D
7039,19.7,25.5,41,110,C
7040,21.3,14.2,22,136,C
7041,47,18.2,48,223,B
7042,57.1,17.3,62,238,C
7043,28.2,21.8,43,172,A
7044,45,17.5,43,182,C
7045,40.2,3.5,38,181,D
7046,36.9,17.7,52,210,A
7047,29.6,25,30,184,A
7048,18.5,14,10,114,D
7049,45.4,15.8,33,200,C
7050,40.6,25.4,51,226,A
7051,17.2,13,7,132,D
7052,32.9,16.1,25,184,C
7053,23.8,18.5,30,162,B
7054,45.7,16.6,66,229,A
7055,45.8,11.3,59,229,B
7056,46.5,28,48,225,A
7057,32.6,20.8,49,210,C
7058,21.4,15,28,150,D
7059,42.9,15.8,50,236,B
7060,28.3,19.1,30,144,B
7061,28.9,24,33,144,A
7062,50.3,17.7,37,209,B
7063,43.7,23,58,230,A
7064,51.3,7.7,55,209,C
7065,23.7,9.7,20,142,D
7066,29.6,16.5,22,165,C
7067,29.2,18.9,20,165,B
7068,46,18.9,65,231,A
7069,35.7,8.4,53,231,C
7070,42.5,20.2,46,199,A
7071,46.3,8.5,27,197,D
7072,47,8.9,53,199,C
7073,28.9,15.7,26,157,B
7074,45.8,30.2,46,244,A
7075,24.1,17.5,28,150,D
7076,42.2,0.4,44,224,D
7077,38.7,17.9,49,205,A
7078,44.1,12.7,58,195,C
7079,29.1,27.6,54,181,A
7080,14.4,-4.5,22,100,D
7081,52.5,13.6,47,248,B
7082,45.2,19.8,28,161,B
7083,49.7,23.9,43,239,B
7084,20.8,7.5,24,165,D
7085,40.9,-4,27,196,D
7086,44.6,9.6,41,208,D
7087,23.4,18.2,37,166,B
7088,45.3,17.6,35,181,C
7089,44.6,26.5,50,238,A
7090,52,13.8,38,213,C
7091,16.9,14.6,33,144,C
7092,26,22.4,40,161,A
7093,24.9,21,21,125,C
7094,22,9.6,24,160,C
7095,43.1,28.3,44,223,C
7096,36,14.8,22,152,D
7097,44.4,10.1,45,199,B
7098,46.2,18.8,62,221,B
7099,56.1,12,30,204,D
7100,31.2,16,32,170,B
7101,24.9,7,20,105,D
7102,27.2,4,16,110,D
7103,23.4,14.6,46,169,C
7104,36.2,0.7,43,180,D
7105,27.36,11.5,28,179,C
7106,45.6,16.8,50,246,C
7107,28,2.7,16,159,D
7108,31.9,2.8,45,190,D
7109,39.5,14.1,56,200,D
7110,41.3,-0.2,39,210,D
7111,22.6,6.8,28,148,D
7112,48,20.7,50,226,B
7113,36.9,14.4,27,171,D
7114,43.1,6.2,56,221,C
7115,25.5,24.7,45,167,B
7116,34.7,24.7,51,190,A
7117,27.1,19.9,42,199,A
7118,36.8,15.2,37,162,D
7119,36.8,14.8,37,175,C
7120,26.7,27.3,35,176,A
7121,45.5,18.6,56,234,A
7122,19.7,17,19,133,D
7123,20.6,11.6,15,119,D
7124,23.8,23.7,22,127,A
7125,45.6,15.3,49,227,C
7126,53,14.4,54,207,B
7127,45.9,27.9,50,211,A
7128,45.5,6.7,42,220,D
7129,42.3,17.9,29,185,D
7130,45.8,15.8,36,189,B
7131,44.6,14.8,46,165,A
7132,35.9,18,54,245,A
7133,27.8,12.6,5,89,D
7134,30.1,22,54,192,A
7135,40,12.8,62,242,C
7136,43,21.5,32,193,C
7137,45.9,14.6,62,205,B
7138,22.3,1,29,153,D
7139,43.7,20.9,58,229,A
7140,53.2,9.7,37,211,B
7141,47.9,23.9,57,238,A
7142,40.4,18,50,180,A
7143,35.1,-1,27,193,D
7144,22.7,19.6,28,147,A
7145,42.9,20.2,52,200,A
7146,33.7,15.2,39,213,D
7147,35.9,11,36,197,B
7148,44.9,28.5,51,245,C
7149,35.2,21,43,202,B
7150,18,1.6,14,135,D
7151,24.1,17.1,28,145,B
7152,40.6,12.5,30,179,B
7153,50.8,22.8,60,244,A
7154,30.6,22.8,25,143,B
7155,37.4,17.4,56,252,B
7156,51.5,16,50,237,C
7157,46.5,19.5,48,221,A
7158,46.5,19,51,233,A
7159,49.7,21.3,58,244,A
7160,27.4,19.3,15,162,D
7161,53.8,20,60,230,B
7162,52.3,17.7,40,237,C
7163,23,20.7,38,160,A
7164,43.9,14.3,53,255,B
7165,28.5,24.2,46,207,A
7166,25.4,16.6,32,145,B
7167,53.9,17,67,247,A
7168,54.7,23.5,60,232,B
7169,27.6,19.4,23,142,B
7170,37.9,4.2,44,219,D
7171,29.8,20,26,156,C
7172,27.3,20,37,173,A
7173,49.2,11.1,50,218,B
7174,23,28,44,185,C
7175,53,15,62,260,A
7176,48.8,22,48,210,C
7177,40.3,13,30,186,B
7178,46.4,17.5,58,231,C
7179,35.7,9.5,31,173,C
7180,24.8,11.5,9,90,D
7181,24.5,29.5,40,165,A
7182,34.8,24.6,36,200,A
7183,48.1,18,45,213,B
7184,22.3,27,36,160,A
7185,56.4,20.2,50,235,B
7186,38.8,20.5,37,175,A
7187,46.7,11,43,213,B
7188,30.4,17.6,38,195,B
7189,28.6,16.1,58,243,A
7190,38.6,13.7,43,222,B
7191,42.9,18.3,39,209,C
7192,58.8,15.4,52,251,A
7193,40,12,44,216,B
7194,59.4,17.8,70,269,A
7195,47.7,22.3,58,217,B
7196,40.1,8.9,48,223,C
7197,19.9,27.4,38,144,B
7198,26.5,24.4,38,160,B
7199,44.4,12.3,59,212,B
7200,38.6,1.5,44,196,D
7201,52.3,22.4,57,243,A
7202,50.3,6.5,39,255,C
7203,40.6,19.2,61,204,C
7204,37.5,-6.44,48,212,D
7205,30.4,5,23,162,D
7206,43.4,19.6,32,211,A
7207,39.4,18.1,49,195,B
7208,50.5,17.7,44,229,A
7209,53.8,23.3,58,240,B
7210,28.2,20.1,33,184,D
7211,37.2,12.1,32,180,A
7212,47.4,22.5,49,211,C
7213,32.5,16.5,44,184,B
7214,33.7,15.9,38,158,B
7215,38,13.1,29,176,C
7216,49.8,8.9,39,230,C
7217,36.5,8,37,175,D
7218,36.5,15.6,40,221,B
7219,20.7,20.9,50,119,C
7220,39.1,-14,2,149,D
7221,53.9,20.5,53,247,B
7222,17.4,7.9,16,140,D
7223,32.1,13.1,40,169,D
7224,40.3,6.8,32,205,C
7225,49.2,12.2,52,236,C
7226,38.6,12.5,47,200,A
7227,44.4,13.4,41,223,C
7228,47.5,17,47,250,D
7229,13.6,17.7,17,155,D
7230,60.9,16.8,60,256,A
7231,23.3,20.2,44,154,B
7232,26.9,23.6,44,200,A
7233,30.1,10.5,20,177,D
7234,41.8,16.9,52,223,A
7235,58.6,17,53,244,A
7236,48.4,17.5,62,227,A
7237,50.8,14.5,36,210,D
7238,24.8,13.8,38,171,B
7239,48.2,16.1,49,231,B
7240,47.4,10,44,225,C
7241,47.7,-3.4,26,174,D
7242,39.9,5.3,54,179,D
7243,28,28,34,164,B
7244,25.8,18.7,25,100,B
7245,40.3,17.5,58,234,A
7246,48.9,24.6,55,250,A
7247,60,18.2,51,240,C
7248,47.1,16.2,43,193,C
7249,23.8,27.3,20,124,A
7250,54.2,18.4,55,244,A
7251,46.7,16.3,44,239,D
7252,19,7.9,6,118,D
7253,16.9,25.8,44,156,B
7254,43.2,-0.6,26,225,D
7255,46.9,22,43,194,A
7256,36,15.1,44,220,C
7257,51.3,1.9,61,227,D
7258,44.7,21,46,258,C
7259,30.5,29.1,44,189,A
7260,32.6,29.2,55,205,A
7261,36.9,18.1,48,199,B
7262,20.9,20.9,13,128,C
7263,39.3,15.3,44,206,C
7264,44.4,17.4,57,239,A
7265,27.3,28.9,56,198,A
7266,26.6,23.1,42,154,A
7267,43.3,18.1,62,269,A
7268,28.3,26.2,34,162,A
7269,31.8,-2.6,25,159,D
7270,38.3,16.7,60,225,B
7271,41,10.5,45,215,C
7272,38.6,12,22,197,D
7273,40.7,10.4,44,235,C
7274,24.4,14.1,17,138,C
7275,45.7,23.5,56,215,A
7276,47.7,16.5,47,216,A
7277,21.5,23.4,28,136,A
7278,33.7,11.1,45,185,B
7279,34.6,8.3,57,232,C
7280,22.5,23.1,31,158,B
7281,30.1,20,36,154,A
7282,24.5,15.3,27,153,C
7283,40.2,19,48,202,B
7284,48.9,20.2,68,239,C
7285,28.6,19.5,40,157,A
7286,20.5,22.4,31,168,B
7287,28.5,6.1,15,113,D
7288,49.2,21.6,47,226,D
7289,30.3,23.5,33,154,A
7290,45.1,11,30,189,B
7291,21.7,30.3,50,187,A
7292,39.7,15.5,57,205,C
7293,40.3,16.9,41,198,B
7294,39.6,15.2,51,211,B
7295,20.6,5.6,2,87,D
7296,18.8,19.2,34,135,D
7297,40.3,16.3,49,246,B
7298,21.6,14.5,39,140,C
7299,45.3,16.9,40,202,D
7300,26.4,29.8,39,191,A
7301,24.1,25.5,28,135,A
7302,45.1,8.3,38,254,D
7303,36.4,14.2,47,243,D
7304,26.7,21.1,22,142,C
7305,44,4.9,51,222,D
7306,25.4,0.4,29,149,D
7307,38.1,10.6,46,200,B
7308,21.7,20.8,21,134,B
7309,37.7,18.4,39,196,A
7310,33.4,23.7,66,234,A
7311,22.3,19,31,172,B
7312,26,14.5,45,151,C
7313,35.5,-9.3,35,190,D
7314,40.7,7.1,29,192,B
7315,65.8,21.3,47,231,B
7316,41.2,-0.2,35,183,D
7317,37,21,35,230,C
7318,24.1,19.5,33,162,A
7319,41,11.3,29,222,D
7320,50.9,16.9,53,233,B
7321,40.6,13,43,202,D
7322,43.5,22,64,271,A
7323,26.8,21.2,52,166,A
7324,39.4,21.5,46,226,B
7325,24.3,27.4,52,190,C
7326,24.2,27.9,39,161,B
7327,57.7,14.6,47,211,B
7328,36.8,19.4,44,228,C
7329,37.5,13.6,48,226,B
7330,28.9,11.4,32,177,C
7331,44.5,18.3,27,197,B
7332,22.7,20.6,32,138,D
7333,53.9,6.5,46,220,D
7334,37.3,14.2,20,163,C
7335,43.3,14.1,40,207,A
7336,38,26,47,162,B
7337,48.6,22.1,53,220,A
7338,29.4,20,45,203,B
7339,50.7,13.3,50,209,B
7340,38.1,31.8,43,230,A
7341,24.5,30.2,25,163,A
7342,33,21.3,51,167,A
7343,26.8,28.1,42,158,A
7344,29.2,20.4,30,189,B
7345,58.1,24.5,53,240,A
7346,33.7,14.9,50,214,C
7347,24.6,13.7,15,152,C
7348,59.6,20.7,69,257,A
7349,25.3,20,41,188,A
7350,27.2,-16,0,73,D
7351,22.4,16,42,170,B
7352,48.8,17.6,46,217,B
7353,47.7,13.9,49,200,B
7354,41.8,9.2,40,240,D
7355,23.1,21.8,34,158,A
7356,37.8,0.5,32,203,D
7357,38.4,10.9,21,161,C
7358,32,16,29,198,D
7359,22.4,19.5,22,177,C
7360,23.9,25.2,37,196,C
7361,48.3,5,57,240,D
7362,51.1,12.8,50,235,B
7363,54,11.7,52,202,B
7364,42.8,13.2,25,190,C
7365,46.7,17.4,40,211,A
7366,54.9,19.3,51,0,C
7367,36,18.4,43,216,B
7368,19.7,16.3,9,113,C
7369,39.6,18.5,55,214,B
7370,31.1,23.2,36,201,B
7371,38.2,13,14,202,D
7372,35.1,-4.4,21,162,D
7373,23.3,-4.5,20,128,D
7374,28.5,20.6,34,166,B
7375,51.8,6.1,39,220,C
7376,47,0.1,26,216,D
7377,43.7,16.4,69,222,B
7378,31.4,24.8,35,146,A
7379,23.5,15.7,0,123,D
7380,27.2,19.3,30,162,B
7381,40.9,21.2,62,259,B
7382,26.4,25.7,44,174,A
7383,42.7,8.3,38,209,C
7384,39.1,14.1,50,214,B
7385,38.5,7.3,38,228,C
7386,45.4,13,55,248,B
7387,45.7,3.8,52,252,D
7388,51.3,9.1,41,249,D
7389,38.3,11.8,27,158,C
7390,45.6,9.8,35,196,B
7391,21.4,15.3,31,158,B
7392,40.6,20.8,58,245,C
7393,38.8,16.4,19,200,C
7394,51.7,14.9,47,216,B
7395,34.1,15.2,39,153,C
7396,28.3,24.9,28,159,A
7397,30,17.3,24,123,D
7398,26.9,25.4,61,195,A
7399,38,8.7,42,217,C
7400,41.3,-8.3,40,187,D
7401,52.3,14.8,56,218,A
7402,24.8,2,10,130,D
7403,47.9,12.9,32,200,B
7404,38.8,9,50,197,D
7405,26,22.6,23,130,A
7406,19.5,18.8,20,142,C
7407,42.6,-7,32,173,D
7408,42.1,14.5,50,228,A
7409,34.6,14.2,31,175,B
7410,43.6,7.5,41,189,C
7411,12.4,-1.7,32,101,D
7412,22.4,7.4,0,116,D
7413,37.5,16.3,59,237,A
7414,22.3,16.3,28,102,B
7415,44.9,6.7,30,166,C
7416,35.6,10.1,40,191,C
7417,22.5,2.9,0,120,D
7418,24.8,19.3,44,185,A
7419,22.6,17.7,18,158,D
7420,30.2,18.5,49,198,B
7421,47.8,6,62,186,C
7422,24.9,18.8,19,112,C
7423,40,16.1,54,220,C
7424,53.4,27.2,59,225,A
7425,23.4,-11.1,20,140,D
7426,29.4,26.7,43,179,A
7427,40.5,19.4,43,215,A
7428,44.1,4.2,60,208,D
7429,41.8,8.5,35,192,D
7430,17.4,14.5,0,116,D
7431,24.4,23.8,48,200,A
7432,47.3,16,52,203,C
7433,40.1,11.8,54,192,A
7434,23.9,18.8,13,99,D
7435,43.6,3,35,178,D
7436,55.5,16.3,54,248,A
7437,33.2,17,17,175,D
7438,25.4,6.3,12,150,D
7439,45.2,9.3,33,182,C
7440,30.9,30.3,38,164,B
7441,28.5,21,49,169,A
7442,19.2,14,31,149,D
7443,51.4,20,65,279,A
7444,41.8,5.2,30,193,C
7445,49.7,15.7,51,233,C
7446,41.2,9.4,48,199,D
7447,43.8,15.8,53,184,B
7448,24.5,15.4,6,139,D
7449,24.5,15.1,23,123,C
7450,39.9,11.9,40,168,B
7451,30.6,20.1,22,120,B
7452,27.6,12,7,108,C
7453,25.1,20.1,52,168,C
7454,33.9,1.4,36,181,D
7455,24.7,16.5,18,123,B
7456,35,2.3,24,183,D
7457,41.5,7.5,53,245,D
7458,48.1,19.1,47,244,A
7459,23,20.3,50,174,B
7460,25.8,17.4,50,183,B
7461,47.5,15.7,47,238,A
7462,40.9,1.3,20,165,D
7463,63.9,19,57,260,A
7464,33.9,22.6,52,162,A
7465,27.6,15.9,47,163,B
7466,41.6,20.2,39,158,B
7467,49.6,21.5,48,227,B
7468,34.9,11.1,40,227,D
7469,23.2,21.4,11,118,D
7470,42,2.9,20,203,D
7471,55.8,15.1,61,247,A
7472,20.5,12.9,2,80,D
7473,52.4,17,47,254,B
7474,20.8,16.8,21,89,C
7475,43.9,7.9,55,207,C
7476,53.5,18.8,41,217,A
7477,50,12.9,36,247,D
7478,46.1,15.9,40,211,B
7479,59.8,16.5,52,238,A
7480,24.6,17.4,55,187,B
7481,22.4,12.4,27,145,C
7482,32.5,10.1,35,189,D
7483,28.5,19.3,33,151,D
7484,52.7,9,44,214,C
7485,49.3,8.2,26,163,C
7486,32.2,23,47,189,B
7487,35.2,18.7,15,142,B
7488,33.4,0,46,197,D
7489,34,13.3,6,159,D
7490,36.9,4.6,45,210,D
7491,40.5,18.2,49,208,B
7492,26.2,28.5,37,168,A
7493,37.6,16.4,56,215,B
7494,39.5,11.7,53,250,C
7495,21.7,27.2,43,162,C
7496,32.7,5.9,40,191,C
7497,40.8,21.4,37,193,A
7498,51.3,6.5,44,237,C
7499,22.2,13,13,130,D
7500,30.9,23.7,40,161,A
7501,22,15.7,30,135,C
7502,43.9,16.9,36,204,B
7503,27.1,6.7,12,139,D
7504,50.1,19.4,44,230,C
7505,49.9,29,55,202,A
7506,39,1.1,28,203,D
7507,40.6,26,58,224,A
7508,38,23.2,42,224,B
7509,23.4,23.4,13,122,C
7510,50,22.8,63,230,A
7511,28.3,22,25,110,A
7512,40.5,17.3,44,215,A
7513,38.7,5.4,37,226,D
7514,40.3,14.1,42,207,A
7515,60.1,14.7,45,238,A
7516,38.6,13.9,44,181,C
7517,35.5,23.6,22,180,A
7518,43.5,18.7,42,222,B
7519,51.6,12.7,60,213,B
7520,41.8,14,45,209,B
7521,31.4,21.6,17,135,A
7522,49.3,22.5,57,250,B
7523,36.5,18.3,59,242,B
7524,34.7,18.5,40,215,A
7525,21.2,32,26,141,A
7526,48.7,18.6,40,188,B
7527,27.3,0,23,132,D
7528,42.9,22.1,63,209,B
7529,54.9,4.7,33,220,D
7530,29.8,0.3,26,179,D
7531,26.3,22.3,48,177,A
7532,52.6,15.6,48,238,C
7533,53.5,17.1,60,213,C
7534,38,9.2,27,182,D
7535,45.4,19,57,265,A
7536,44.5,10.6,60,216,C
7537,49.3,17.2,57,220,B
7538,42.3,-4.2,37,212,D
7539,17.2,4.6,18,91,D
7540,55.7,12.9,45,196,B
7541,28,21.1,47,144,C
7542,45.2,1.5,24,154,D
7543,41.4,15,50,218,C
7544,46,13.1,51,218,B
7545,41.9,0.1,14,153,D
7546,37.6,10.5,35,232,C
7547,28.3,24.8,26,155,C
7548,27.2,5,11,155,D
7549,43.7,8,49,211,C
7550,27.7,24.8,42,149,B
7551,52,8.7,46,229,C
7552,41.1,8.1,48,181,C
7553,45.2,4.7,46,211,C
7554,36.2,-13.6,23,175,D
7555,36.9,7.4,38,215,C
7556,39.3,11.6,55,227,C
7557,32.5,31.5,57,200,A
7558,46.4,12.9,47,228,B
7559,45,21.4,42,221,B
7560,45.5,18.3,38,193,A
7561,53.4,18.9,49,270,B
7562,25.8,15.1,21,147,C
7563,58.5,10.8,39,241,B
7564,34.2,13.8,50,218,D
7565,18,0,0,70,D
7566,22.3,21.9,10,131,D
7567,20.2,16.5,32,120,C
7568,24,25.7,20,108,B
