ID_no,gripForce,sit_and_bend_forward_cm,sit_ups_counts,broad_jump_cm,ranking
5882,28.6,27.8,38.0,188.0,A
5883,52.3,20.3,48.0,242.0,C
5884,25.6,20.1,48.0,163.0,A
5885,39.3,21.2,40.0,195.0,C
5886,36.7,16.1,53.0,233.0,A
5887,39.2,17.6,33.0,208.0,A
5888,36.4,11.7,29.0,173.0,D
5889,42.1,15.9,39.0,195.0,B
5890,24.3,24.0,19.0,136.0,C
5891,29.8,21.5,44.0,197.0,A
5892,26.9,19.6,45.0,170.0,A
5893,45.6,18.6,61.0,254.0,B
5894,23.9,21.8,9.0,102.0,C
5895,32.6,20.6,49.0,183.0,A
5896,28.1,22.9,34.0,162.0,B
5897,16.4,11.6,18.0,147.0,D
5898,17.5,4.3,25.0,131.0,D
5899,29.5,16.6,24.0,144.0,D
5900,51.2,18.2,53.0,217.0,A
5901,43.8,16.1,52.0,236.0,A
5902,27.7,22.2,43.0,172.0,A
5903,48.9,27.8,56.0,272.0,A
5904,27.4,3.5,5.0,91.0,D
5905,20.7,10.6,23.0,151.0,D
5906,31.2,20.8,55.0,191.0,A
5907,48.7,21.0,51.0,232.0,C
5908,26.3,19.3,23.0,150.0,D
5909,40.1,19.9,29.0,193.0,B
5910,46.9,13.7,57.0,277.0,C
5911,45.7,17.8,45.0,210.0,D
5912,27.5,6.4,23.0,116.0,D
5913,45.3,19.5,60.0,241.0,B
5914,47.0,20.0,48.0,219.0,B
5915,40.7,16.1,51.0,218.0,B
5916,59.1,21.5,57.0,260.0,A
5917,50.9,23.9,59.0,238.0,A
5918,41.6,9.3,46.0,178.0,B
5919,29.5,18.7,47.0,192.0,B
5920,46.3,11.8,36.0,232.0,C
5921,34.1,-5.9,31.0,170.0,D
5922,46.4,20.2,55.0,242.0,A
5923,43.0,21.5,46.0,265.0,A
5924,48.5,17.0,48.0,205.0,C
5925,25.2,23.0,13.0,152.0,B
5926,39.2,10.6,43.0,218.0,B
5927,40.0,2.9,36.0,173.0,D
5928,43.9,-8.0,45.0,205.0,D
5929,35.3,20.0,63.0,241.0,A
5930,40.9,4.1,36.0,175.0,C
5931,28.6,16.6,24.0,159.0,C
5932,22.4,23.8,26.0,155.0,C
5933,48.2,-9.5,48.0,227.0,D
5934,38.9,12.0,40.0,188.0,B
5935,40.9,12.8,51.0,151.0,C
5936,49.2,15.1,61.0,242.0,B
5937,36.5,22.9,61.0,230.0,B
5938,17.4,24.4,31.0,125.0,C
5939,27.1,18.2,0.0,101.0,D
5940,44.7,10.6,50.0,214.0,B
5941,23.5,18.9,22.0,135.0,C
5942,34.6,19.3,43.0,232.0,C
5943,31.5,24.2,41.0,153.0,B
5944,43.2,19.1,39.0,208.0,B
5945,40.7,-2.0,32.0,193.0,D
5946,50.7,18.1,60.0,201.0,B
5947,37.7,5.3,36.0,221.0,C
5948,41.0,20.4,67.0,250.0,A
5949,24.8,23.8,40.0,160.0,B
5950,29.8,20.4,34.0,164.0,A
5951,24.8,19.4,47.0,195.0,B
5952,31.5,9.8,18.0,190.0,D
5953,24.1,19.1,22.0,132.0,C
5954,44.7,16.3,30.0,202.0,D
5955,38.0,16.1,26.0,182.0,D
5956,26.9,17.7,32.0,143.0,C
5957,22.6,19.3,38.0,175.0,A
5958,45.3,14.6,60.0,220.0,B
5959,69.9,14.6,60.0,259.0,B
5960,27.3,13.2,46.0,158.0,C
5961,26.5,13.7,32.0,147.0,C
5962,28.4,24.8,30.0,125.0,A
5963,53.0,10.9,52.0,233.0,B
5964,59.3,12.2,54.0,270.0,B
5965,50.7,0.9,47.0,230.0,D
5966,27.1,9.8,11.0,136.0,D
5967,26.8,13.7,18.0,140.0,C
5968,30.4,31.6,43.0,169.0,A
5969,43.6,12.8,45.0,212.0,A
5970,50.8,8.4,49.0,197.0,D
5971,44.2,17.9,46.0,209.0,A
5972,24.0,-5.5,1.0,116.0,D
5973,46.2,13.4,44.0,231.0,C
5974,35.9,9.0,20.0,153.0,C
5975,29.8,18.4,29.0,193.0,B
5976,41.4,5.5,47.0,207.0,D
5977,21.5,28.5,37.0,161.0,B
5978,51.3,22.1,48.0,244.0,A
5979,46.5,6.6,50.0,257.0,C
5980,61.0,12.7,48.0,263.0,B
5981,50.2,21.6,42.0,239.0,C
5982,21.4,4.8,9.0,120.0,D
5983,30.3,4.2,27.0,148.0,D
5984,26.2,17.5,20.0,119.0,B
5985,49.8,15.2,50.0,210.0,B
5986,44.2,16.4,45.0,214.0,B
5987,48.4,12.2,46.0,222.0,B
5988,30.7,18.9,48.0,172.0,B
5989,27.1,24.0,12.0,109.0,D
5990,51.9,14.0,59.0,233.0,B
5991,20.7,12.6,15.0,137.0,D
5992,44.7,22.3,65.0,246.0,A
5993,50.9,16.4,37.0,194.0,B
5994,26.3,21.6,40.0,181.0,A
5995,33.9,27.3,37.0,148.0,B
5996,39.1,16.7,39.0,154.0,B
5997,47.6,18.0,46.0,226.0,A
5998,25.1,16.0,17.0,160.0,C
5999,46.0,16.5,62.0,234.0,B
6000,22.0,15.8,7.0,158.0,D
6001,45.0,21.6,41.0,225.0,A
6002,32.9,2.2,21.0,155.0,D
6003,45.4,4.9,30.0,183.0,C
6004,28.3,21.1,31.0,122.0,A
6005,26.5,27.7,43.0,201.0,A
6006,46.6,14.6,53.0,211.0,B
6007,51.6,20.0,36.0,211.0,A
6008,44.1,20.9,46.0,226.0,B
6009,43.8,24.4,59.0,248.0,A
6010,43.7,4.6,30.0,182.0,D
6011,39.9,10.7,27.0,190.0,B
6012,20.9,9.1,25.0,121.0,D
6013,44.8,16.9,55.0,241.0,A
6014,22.8,18.1,18.0,127.0,D
6015,35.7,26.0,48.0,225.0,A
6016,28.2,22.3,47.0,185.0,A
6017,50.7,2.1,15.0,131.0,D
6018,41.6,11.2,41.0,231.0,D
6019,50.2,13.6,47.0,211.0,B
6020,26.6,21.0,38.0,166.0,A
6021,47.4,13.7,52.0,211.0,C
6022,25.9,18.9,42.0,165.0,A
6023,48.7,15.5,40.0,220.0,B
6024,32.2,11.4,31.0,165.0,C
6025,26.8,27.5,30.0,166.0,B
6026,46.8,13.2,42.0,235.0,B
6027,58.2,15.8,49.0,210.0,A
6028,42.8,-2.7,33.0,221.0,D
6029,25.4,15.2,20.0,101.0,C
6030,20.0,-12.6,10.0,152.0,D
6031,36.3,24.7,46.0,195.0,A
6032,43.6,6.0,38.0,216.0,C
6033,31.6,10.4,56.0,218.0,C
6034,50.2,16.3,58.0,221.0,A
6035,46.1,15.2,45.0,233.0,B
6036,23.9,10.2,25.0,165.0,C
6037,21.6,24.8,46.0,200.0,B
6038,45.9,20.6,51.0,221.0,B
6039,24.7,12.6,25.0,148.0,D
6040,33.1,2.2,53.0,168.0,D
6041,43.3,19.7,56.0,199.0,C
6042,21.0,5.0,0.0,101.0,D
6043,12.0,16.5,26.0,141.0,D
6044,46.0,14.2,47.0,217.0,C
6045,32.0,3.0,43.0,201.0,D
6046,43.6,17.0,64.0,222.0,B
6047,42.7,12.1,64.0,242.0,B
6048,41.7,16.8,61.0,233.0,A
6049,29.6,20.9,40.0,175.0,A
6050,40.1,13.7,46.0,160.0,D
6051,26.2,20.3,33.0,180.0,B
6052,45.9,15.1,62.0,235.0,A
6053,15.9,10.1,27.0,156.0,D
6054,36.7,-1.9,37.0,177.0,D
6055,19.9,12.9,32.0,149.0,C
6056,35.6,16.1,51.0,247.0,B
6057,14.1,-5.2,0.0,113.0,D
6058,44.9,19.1,56.0,266.0,A
6059,42.9,23.6,49.0,221.0,A
6060,29.1,20.5,40.0,168.0,B
6061,23.2,16.7,10.0,78.0,C
6062,28.6,14.6,23.0,126.0,D
6063,54.0,16.0,58.0,218.0,A
6064,42.0,20.3,44.0,228.0,B
6065,26.6,25.1,54.0,190.0,A
6066,29.9,21.4,48.0,156.0,B
6067,30.2,27.5,37.0,186.0,B
6068,54.9,10.8,37.0,198.0,D
6069,38.9,3.3,27.0,188.0,D
6070,56.7,17.1,55.0,237.0,A
6071,22.5,16.1,54.0,190.0,B
6072,42.8,16.1,46.0,226.0,A
6073,29.1,21.4,40.0,155.0,B
6074,33.0,-9.9,36.0,201.0,D
6075,42.6,14.1,40.0,180.0,B
6076,48.5,20.3,42.0,193.0,D
6077,35.9,29.1,37.0,172.0,A
6078,46.2,16.2,49.0,228.0,B
6079,35.3,15.9,24.0,186.0,D
6080,44.0,19.1,41.0,214.0,A
6081,21.6,22.2,29.0,114.0,A
6082,19.7,19.6,21.0,135.0,B
6083,40.8,8.5,42.0,218.0,C
6084,40.0,11.8,55.0,217.0,B
6085,37.9,5.7,20.0,206.0,D
6086,43.6,17.0,54.0,211.0,A
6087,8.6,18.5,27.0,157.0,D
6088,39.6,7.3,44.0,216.0,C
6089,25.6,10.5,46.0,184.0,C
6090,46.4,-4.3,48.0,202.0,D
6091,36.8,19.9,48.0,212.0,B
6092,43.6,14.4,46.0,216.0,C
6093,46.5,9.0,56.0,236.0,C
6094,42.8,13.2,58.0,230.0,C
6095,43.6,18.7,39.0,208.0,D
6096,39.0,13.8,52.0,202.0,D
6097,29.0,34.0,51.0,190.0,A
6098,25.3,20.5,22.0,124.0,C
6099,36.7,8.3,58.0,227.0,C
6100,28.4,23.6,49.0,189.0,A
6101,26.8,26.4,36.0,218.0,A
6102,50.3,10.6,40.0,227.0,B
6103,39.6,-7.0,15.0,175.0,D
6104,46.6,18.2,61.0,222.0,A
6105,43.4,7.0,35.0,182.0,C
6106,32.2,18.6,39.0,173.0,A
6107,45.1,17.6,49.0,255.0,D
6108,22.4,23.1,37.0,162.0,A
6109,45.2,16.0,61.0,234.0,A
6110,53.3,19.2,41.0,206.0,B
6111,43.1,5.7,47.0,196.0,C
6112,29.7,21.2,23.0,159.0,C
6113,23.7,23.1,50.0,177.0,B
6114,48.0,14.9,60.0,246.0,B
6115,43.5,17.4,51.0,233.0,A
6116,28.9,20.2,51.0,170.0,A
6117,37.2,-14.5,37.0,136.0,D
6118,41.6,12.2,58.0,238.0,C
6119,50.3,13.8,48.0,206.0,B
6120,23.4,19.9,37.0,154.0,A
6121,40.1,22.3,32.0,163.0,B
6122,42.9,1.7,29.0,156.0,D
6123,28.3,20.3,18.0,152.0,C
6124,33.3,24.2,30.0,191.0,C
6125,44.0,15.2,46.0,237.0,C
6126,26.1,-4.0,25.0,138.0,D
6127,44.4,20.3,35.0,173.0,C
6128,47.8,15.2,42.0,198.0,D
6129,27.2,20.9,24.0,130.0,A
6130,36.7,17.4,32.0,167.0,A
6131,18.3,17.5,38.0,135.0,C
6132,36.7,12.3,39.0,207.0,B
6133,45.1,12.7,38.0,239.0,C
6134,25.6,13.5,20.0,116.0,C
6135,47.5,12.6,55.0,226.0,B
6136,26.7,19.3,21.0,118.0,C
6137,48.3,18.5,64.0,202.0,D
6138,20.4,-2.0,35.0,139.0,D
6139,31.6,20.4,45.0,159.0,A
6140,37.5,15.3,41.0,205.0,C
6141,36.5,-2.7,38.0,160.0,D
6142,41.6,11.7,57.0,211.0,C
6143,46.3,6.5,47.0,210.0,D
6144,29.6,-5.9,25.0,156.0,D
6145,34.9,10.6,49.0,188.0,B
6146,42.8,12.7,48.0,237.0,B
6147,51.0,14.9,38.0,215.0,D
6148,39.3,14.8,56.0,223.0,B
6149,30.8,33.3,35.0,183.0,B
6150,47.6,22.3,43.0,190.0,A
6151,38.3,12.3,10.0,163.0,D
6152,50.3,15.3,53.0,215.0,C
6153,45.4,19.7,58.0,221.0,C
6154,20.1,10.8,15.0,157.0,D
6155,43.1,25.6,36.0,208.0,B
6156,44.2,11.9,40.0,168.0,A
6157,47.4,13.6,43.0,214.0,C
6158,52.4,21.1,49.0,259.0,A
6159,43.6,13.0,53.0,192.0,B
6160,54.9,19.3,46.0,252.0,B
6161,27.2,35.2,25.0,134.0,D
6162,36.9,11.5,45.0,190.0,C
6163,16.5,6.3,16.0,62.0,D
6164,23.7,31.1,37.0,180.0,B
6165,24.8,22.2,42.0,176.0,A
6166,41.0,1.5,43.0,197.0,D
6167,35.8,18.3,45.0,174.0,B
6168,41.4,12.8,43.0,227.0,B
6169,43.8,14.4,45.0,229.0,B
6170,29.7,20.6,28.0,150.0,A
6171,32.8,16.9,52.0,192.0,B
6172,25.9,21.9,35.0,166.0,C
6173,36.8,17.2,43.0,190.0,A
6174,37.7,-4.9,47.0,189.0,D
6175,27.9,27.0,51.0,159.0,A
6176,47.6,9.7,49.0,212.0,C
6177,28.7,23.6,38.0,161.0,A
6178,30.9,12.2,38.0,208.0,B
6179,22.1,22.6,27.0,160.0,C
6180,39.6,14.9,47.0,212.0,D
6181,49.5,-2.2,29.0,223.0,D
6182,30.1,16.7,26.0,193.0,B
6183,39.1,10.8,37.0,190.0,B
6184,24.4,12.4,3.0,135.0,D
6185,28.0,19.6,25.0,134.0,B
6186,36.1,-20.0,20.0,132.0,D
6187,41.3,16.7,47.0,209.0,B
6188,40.1,10.8,46.0,232.0,B
6189,29.3,26.0,47.0,184.0,A
6190,26.9,18.0,31.0,181.0,B
6191,29.4,28.1,57.0,173.0,A
6192,49.8,14.1,55.0,236.0,B
6193,37.6,20.0,34.0,159.0,A
6194,40.7,8.5,25.0,160.0,B
6195,40.3,4.6,34.0,159.0,C
6196,49.4,21.1,55.0,235.0,A
6197,34.6,25.5,53.0,193.0,C
6198,24.9,22.0,44.0,171.0,A
6199,52.9,17.6,54.0,239.0,A
6200,49.6,13.9,36.0,231.0,B
6201,53.2,17.4,56.0,238.0,A
6202,28.4,31.2,31.0,180.0,A
6203,44.0,18.3,47.0,214.0,B
6204,49.7,17.2,53.0,222.0,A
6205,24.7,16.4,24.0,138.0,B
6206,42.1,13.4,59.0,207.0,D
6207,45.1,-0.7,35.0,213.0,D
6208,50.9,16.5,64.0,223.0,A
6209,26.3,11.6,34.0,167.0,C
6210,22.9,26.9,33.0,91.0,B
6211,24.6,17.0,19.0,140.0,C
6212,37.2,17.0,57.0,241.0,C
6213,43.9,16.1,40.0,186.0,C
6214,34.5,8.7,31.0,202.0,C
6215,59.9,15.8,69.0,247.0,A
6216,57.0,21.6,57.0,242.0,A
6217,28.8,6.8,42.0,131.0,D
6218,48.7,17.2,52.0,226.0,A
6219,45.2,13.7,68.0,220.0,B
6220,33.9,12.7,39.0,177.0,B
6221,36.7,22.2,34.0,181.0,A
6222,51.4,20.4,56.0,240.0,A
6223,45.4,12.0,60.0,187.0,B
6224,24.3,21.6,46.0,180.0,A
6225,38.8,23.3,53.0,226.0,D
6226,52.0,19.4,56.0,251.0,A
6227,38.0,17.9,51.0,226.0,B
6228,24.4,-0.1,3.0,154.0,D
6229,46.1,19.3,52.0,218.0,B
6230,44.7,22.3,46.0,191.0,D
6231,47.3,17.7,54.0,252.0,A
6232,22.8,19.0,33.0,158.0,B
6233,24.5,19.4,9.0,122.0,C
6234,22.8,15.1,9.0,110.0,C
6235,31.5,17.5,44.0,259.0,D
6236,40.2,8.8,48.0,204.0,B
6237,34.0,-8.2,42.0,203.0,D
6238,28.7,9.8,13.0,133.0,D
6239,42.3,19.1,33.0,190.0,D
6240,43.9,18.8,55.0,232.0,A
6241,40.3,8.7,46.0,197.0,B
6242,27.4,16.8,54.0,170.0,B
6243,40.4,15.8,24.0,211.0,D
6244,40.7,17.2,45.0,186.0,A
6245,30.5,4.3,25.0,154.0,C
6246,41.2,21.6,42.0,195.0,B
6247,40.0,16.8,43.0,192.0,A
6248,40.8,8.0,39.0,196.0,C
6249,41.6,7.4,34.0,179.0,B
6250,39.8,13.5,56.0,194.0,C
6251,55.0,11.3,58.0,220.0,B
6252,27.7,20.5,46.0,158.0,A
6253,47.6,7.2,38.0,220.0,C
6254,42.0,10.3,33.0,205.0,C
6255,22.8,21.9,28.0,161.0,C
6256,31.9,20.8,47.0,194.0,A
6257,29.9,22.4,40.0,157.0,A
6258,44.5,15.6,33.0,203.0,D
6259,27.1,24.0,53.0,130.0,A
6260,26.4,21.4,44.0,191.0,A
6261,22.5,25.8,39.0,167.0,A
6262,17.3,19.8,15.0,133.0,D
6263,23.8,25.6,56.0,172.0,A
6264,34.2,6.8,30.0,180.0,D
6265,32.6,22.3,33.0,196.0,A
6266,44.5,21.0,43.0,235.0,C
6267,37.6,18.3,56.0,252.0,A
6268,44.1,24.2,55.0,235.0,A
6269,41.1,12.8,58.0,223.0,B
6270,20.9,19.7,4.0,147.0,D
6271,45.5,23.1,48.0,201.0,B
6272,41.3,15.7,53.0,224.0,B
6273,51.5,15.1,55.0,206.0,C
6274,25.7,25.2,26.0,129.0,A
6275,26.6,19.6,42.0,170.0,A
6276,46.9,16.4,44.0,213.0,C
6277,42.0,22.8,61.0,221.0,A
6278,39.5,18.6,45.0,250.0,A
6279,44.2,19.9,52.0,217.0,A
6280,60.1,16.5,67.0,236.0,A
6281,21.9,24.5,36.0,180.0,A
6282,35.6,18.6,43.0,222.0,D
6283,45.3,13.2,55.0,230.0,B
6284,31.4,23.5,46.0,156.0,A
6285,23.5,16.8,15.0,141.0,C
6286,20.3,14.9,15.0,51.0,C
6287,52.6,15.3,36.0,235.0,C
6288,45.0,10.0,50.0,210.0,C
6289,47.4,23.7,50.0,214.0,A
6290,26.4,16.9,1.0,120.0,D
6291,49.2,13.2,43.0,200.0,C
6292,25.2,22.7,30.0,132.0,C
6293,54.2,11.7,57.0,277.0,B
6294,42.1,-6.9,42.0,194.0,D
6295,43.6,18.0,45.0,211.0,C
6296,26.4,23.2,54.0,182.0,A
6297,35.7,27.5,56.0,232.0,A
6298,36.6,24.9,64.0,186.0,A
6299,40.1,24.9,51.0,214.0,B
6300,34.1,-6.2,29.0,180.0,D
6301,44.5,-6.8,51.0,218.0,D
6302,42.6,11.4,38.0,197.0,B
6303,45.3,14.5,48.0,220.0,C
6304,40.1,18.1,26.0,179.0,C
6305,47.8,18.5,53.0,222.0,A
6306,30.2,35.2,46.0,181.0,A
6307,30.3,24.7,38.0,185.0,A
6308,26.0,18.7,35.0,160.0,B
6309,53.7,14.1,25.0,168.0,D
6310,18.6,20.7,36.0,129.0,A
6311,27.4,22.0,30.0,148.0,B
6312,23.1,12.8,31.0,140.0,C
6313,32.2,16.8,49.0,222.0,B
6314,26.8,23.7,47.0,198.0,B
6315,22.6,25.9,46.0,156.0,B
6316,29.4,24.7,35.0,185.0,A
6317,26.4,21.2,22.0,133.0,B
6318,45.7,21.2,53.0,220.0,B
6319,32.0,16.2,19.0,148.0,C
6320,50.1,4.2,49.0,218.0,D
6321,40.6,23.4,56.0,226.0,B
6322,38.3,13.2,34.0,193.0,A
6323,43.9,20.0,43.0,214.0,A
6324,45.7,11.1,53.0,244.0,B
6325,41.6,7.0,54.0,188.0,C
6326,35.8,3.8,51.0,201.0,D
6327,51.5,23.5,54.0,219.0,B
6328,24.1,20.0,33.0,149.0,B
6329,40.2,16.0,32.0,204.0,B
6330,43.0,6.5,30.0,154.0,C
6331,16.0,12.5,13.0,120.0,D
6332,40.4,17.5,55.0,221.0,A
6333,25.8,16.3,14.0,113.0,B
6334,25.1,20.0,21.0,170.0,C
6335,21.9,24.9,19.0,106.0,C
6336,24.3,22.7,13.0,146.0,D
6337,38.3,3.7,43.0,211.0,D
6338,29.4,25.3,49.0,179.0,A
6339,52.0,9.0,53.0,231.0,C
6340,37.1,13.7,39.0,195.0,D
6341,30.0,17.8,23.0,203.0,D
6342,47.2,16.1,35.0,233.0,C
6343,41.8,3.3,63.0,217.0,D
6344,55.8,9.4,49.0,234.0,C
6345,60.4,15.2,62.0,286.0,A
6346,24.9,22.0,19.0,120.0,A
6347,25.6,14.9,22.0,101.0,C
6348,47.2,16.4,59.0,240.0,A
6349,24.9,15.5,42.0,168.0,B
6350,28.3,20.9,46.0,167.0,A
6351,37.3,10.2,50.0,230.0,C
6352,35.3,26.5,32.0,172.0,A
6353,26.4,14.7,31.0,172.0,D
6354,19.5,4.8,19.0,161.0,D
6355,30.6,20.5,62.0,191.0,A
6356,47.9,20.3,53.0,246.0,B
6357,34.5,18.4,51.0,178.0,A
6358,41.7,6.2,49.0,262.0,C
6359,26.1,14.9,45.0,169.0,B
6360,38.8,3.5,22.0,184.0,D
6361,50.6,19.0,35.0,201.0,A
6362,37.7,10.0,49.0,230.0,B
6363,39.0,22.1,55.0,214.0,A
6364,39.8,4.8,24.0,184.0,C
6365,39.6,6.6,51.0,255.0,C
6366,27.2,30.7,40.0,161.0,A
6367,26.4,20.0,7.0,120.0,D
6368,44.2,22.1,45.0,210.0,C
6369,23.5,23.3,9.0,135.0,D
6370,42.6,10.8,35.0,211.0,B
6371,47.5,3.0,36.0,191.0,D
6372,27.7,16.8,36.0,157.0,C
6373,43.4,5.5,28.0,213.0,D
6374,30.0,4.4,10.0,180.0,D
6375,31.6,26.0,41.0,190.0,A
6376,50.0,15.0,42.0,192.0,D
6377,18.7,4.1,0.0,106.0,D
6378,35.2,14.3,60.0,233.0,C
6379,41.5,11.8,50.0,246.0,C
6380,38.8,-7.5,0.0,152.0,D
6381,41.6,-0.7,46.0,236.0,D
6382,38.2,17.9,34.0,197.0,B
6383,40.7,8.8,55.0,234.0,D
6384,24.3,19.5,37.0,178.0,B
6385,23.3,19.1,29.0,130.0,B
6386,43.8,12.3,31.0,215.0,D
6387,58.6,25.8,46.0,193.0,B
6388,26.3,20.5,32.0,142.0,A
6389,50.4,-1.5,45.0,235.0,D
6390,47.8,-2.3,34.0,202.0,D
6391,38.8,8.0,28.0,177.0,D
6392,44.4,11.7,40.0,221.0,D
6393,37.4,0.0,34.0,185.0,D
6394,48.0,18.0,58.0,238.0,B
6395,38.5,13.1,35.0,173.0,A
6396,31.7,12.5,31.0,164.0,D
6397,18.1,16.7,20.0,150.0,D
6398,40.4,18.4,52.0,238.0,B
6399,21.3,18.5,26.0,146.0,C
6400,50.7,17.5,48.0,232.0,A
6401,28.0,28.2,25.0,155.0,B
6402,36.3,26.0,44.0,232.0,C
6403,38.1,17.6,55.0,260.0,A
6404,57.4,17.2,55.0,182.0,C
6405,24.5,28.2,34.0,174.0,A
6406,40.3,16.8,19.0,205.0,C
6407,46.9,22.1,44.0,200.0,C
6408,40.0,0.8,41.0,207.0,D
6409,46.6,21.8,45.0,229.0,C
6410,23.7,15.0,50.0,165.0,B
6411,40.0,0.8,28.0,223.0,D
6412,46.7,18.3,64.0,232.0,A
6413,39.1,10.0,40.0,200.0,B
6414,46.3,10.6,63.0,215.0,B
6415,35.0,1.3,18.0,198.0,D
6416,45.1,9.9,34.0,185.0,B
6417,30.4,21.6,13.0,145.0,D
6418,49.7,19.9,54.0,235.0,A
6419,24.3,11.0,20.0,155.0,C
6420,39.3,23.3,52.0,191.0,A
6421,45.5,16.3,49.0,225.0,A
6422,51.6,11.8,48.0,221.0,B
6423,59.2,10.7,44.0,243.0,C
6424,38.5,12.5,35.0,171.0,C
6425,52.3,12.3,49.0,218.0,B
6426,40.2,21.6,51.0,217.0,C
6427,47.0,11.3,55.0,230.0,C
6428,25.9,24.0,40.0,155.0,A
6429,54.6,16.6,58.0,227.0,A
6430,53.8,19.3,50.0,253.0,A
6431,25.1,17.2,46.0,187.0,B
6432,49.5,21.5,52.0,222.0,A
6433,43.1,12.3,25.0,217.0,D
6434,43.8,10.4,42.0,184.0,B
6435,26.6,11.8,20.0,138.0,D
6436,34.1,7.3,37.0,211.0,D
6437,39.4,25.5,26.0,191.0,D
6438,26.7,15.0,35.0,152.0,B
6439,16.8,-1.5,29.0,144.0,D
6440,41.1,13.6,50.0,239.0,B
6441,14.9,-19.9,24.0,137.0,D
6442,35.8,0.8,48.0,178.0,D
6443,40.2,17.9,40.0,181.0,A
6444,53.0,23.0,53.0,239.0,A
6445,48.0,20.4,57.0,240.0,A
6446,29.0,26.0,21.0,135.0,B
6447,18.8,1.6,31.0,174.0,D
6448,38.9,7.1,38.0,200.0,D
6449,43.7,13.3,42.0,223.0,B
6450,52.0,11.3,42.0,212.0,B
6451,37.0,20.5,35.0,141.0,A
6452,43.0,14.7,31.0,206.0,B
6453,22.8,18.0,11.0,106.0,D
6454,36.2,2.6,35.0,167.0,C
6455,44.4,5.6,42.0,224.0,D
6456,45.0,2.7,26.0,202.0,D
6457,49.0,7.8,56.0,210.0,C
6458,36.1,0.3,37.0,208.0,D
6459,25.8,18.6,39.0,176.0,B
6460,39.9,21.6,49.0,202.0,C
6461,50.8,0.9,49.0,199.0,D
6462,52.3,17.6,56.0,225.0,A
6463,45.3,21.2,44.0,224.0,D
6464,40.6,7.6,52.0,240.0,C
6465,22.3,21.1,34.0,162.0,A
6466,41.6,8.4,40.0,174.0,C
6467,41.7,13.2,38.0,199.0,A
6468,22.2,11.8,27.0,154.0,C
6469,45.1,12.0,32.0,194.0,B
6470,52.2,7.4,62.0,223.0,C
6471,62.3,17.3,56.0,246.0,A
6472,32.6,11.1,41.0,156.0,C
6473,45.0,21.1,45.0,220.0,B
6474,17.5,-3.4,0.0,65.0,D
6475,51.3,20.3,69.0,240.0,A
6476,21.6,19.1,45.0,174.0,A
6477,57.7,23.9,51.0,238.0,A
6478,43.8,14.1,42.0,192.0,C
6479,42.4,13.6,42.0,248.0,D
6480,45.5,14.3,51.0,221.0,B
6481,34.1,6.1,15.0,164.0,D
6482,31.4,7.6,38.0,190.0,D
6483,23.2,10.9,21.0,120.0,C
6484,42.1,20.8,35.0,202.0,C
6485,55.7,14.4,68.0,227.0,A
6486,19.0,19.0,0.0,113.0,D
6487,21.7,25.3,38.0,150.0,B
6488,22.1,8.0,26.0,160.0,D
6489,25.2,22.1,33.0,142.0,A
6490,52.9,3.7,39.0,183.0,D
6491,45.8,11.1,45.0,187.0,D
6492,24.1,18.9,15.0,142.0,C
6493,40.9,8.2,34.0,200.0,C
6494,24.9,24.2,26.0,172.0,C
6495,50.4,17.1,57.0,244.0,A
6496,46.0,13.2,34.0,217.0,C
6497,26.2,20.3,41.0,176.0,A
6498,34.6,30.1,51.0,216.0,A
6499,36.4,18.5,47.0,211.0,B
6500,49.6,24.2,49.0,192.0,C
6501,50.3,18.4,53.0,236.0,B
6502,44.0,11.1,35.0,200.0,D
6503,26.0,14.1,7.0,106.0,D
6504,40.4,13.5,40.0,206.0,C
6505,47.8,18.5,46.0,184.0,B
6506,25.4,29.6,41.0,170.0,A
6507,27.2,-11.2,39.0,166.0,D
6508,44.9,12.3,40.0,207.0,B
6509,50.6,17.6,57.0,236.0,A
6510,34.8,19.7,55.0,136.0,A
6511,25.9,26.6,52.0,173.0,A
6512,37.1,17.6,58.0,232.0,A
6513,31.3,19.0,34.0,153.0,B
6514,55.8,7.1,42.0,266.0,C
6515,28.1,24.1,53.0,216.0,A
6516,46.0,11.9,45.0,236.0,B
6517,46.5,14.9,34.0,189.0,D
6518,31.8,25.0,50.0,189.0,A
6519,20.0,9.6,30.0,125.0,D
6520,19.6,14.3,23.0,130.0,D
6521,41.4,11.0,53.0,247.0,C
6522,46.3,17.5,52.0,200.0,A
6523,43.3,12.9,58.0,258.0,B
6524,36.0,1.0,25.0,207.0,D
6525,36.4,16.2,55.0,231.0,A
6526,52.7,19.1,60.0,246.0,A
6527,26.7,15.3,47.0,182.0,B
6528,50.5,26.5,41.0,228.0,C
6529,33.1,13.3,34.0,197.0,B
6530,51.9,15.6,54.0,219.0,A
6531,39.9,17.0,37.0,211.0,B
6532,58.5,15.4,46.0,225.0,A
6533,45.9,16.2,52.0,243.0,B
6534,23.8,11.6,45.0,161.0,C
6535,35.2,11.4,51.0,202.0,B
6536,43.1,12.4,60.0,237.0,B
6537,33.0,17.4,42.0,179.0,B
6538,42.9,22.5,44.0,174.0,C
6539,42.7,17.0,48.0,221.0,B
6540,44.8,19.7,58.0,237.0,A
6541,36.8,24.3,47.0,201.0,A
6542,32.4,13.9,42.0,175.0,B
6543,47.6,26.0,57.0,259.0,A
